idname,roottype,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14
101,Lateralroot,0,0,1.161637968,5.79791838,10.70527697,10.08396114,17.10782644,21.10597209,32.97546332,34.8177178,36.05141682,40.23025879,42.15786723,42.15786723
101,primaryroot,0.412711764,2.50461072,4.66967018,4.68684032,5.8432861,6.85639054,7.2672444,7.35445698,7.71554928,7.63396228,7.6798237,7.5385136,7.50516618,7.50516618
101,sum_root,0.412711764,2.50461072,5.831308148,10.4847587,16.54856307,16.94035168,24.37507084,28.46042907,40.6910126,42.45168008,43.73124052,47.76877239,49.66303341,49.66303341
101,Lateralroot,0,0,0,0,0.769772856,4.71672954,9.05126566,10.07787974,9.70192087,10.72271349,10.59495184,11.02048183,11.99149811,10.66506108
101,primaryroot,0,0.648462303,6.8064573,9.52077799,9.15669107,9.74205135,10.9239401,10.8773085,11.55160516,11.26692164,10.29078612,10.40836872,11.05285874,11.3226055
101,sum_root,0,0.648462303,6.8064573,9.52077799,9.926463926,14.45878089,19.97520576,20.95518824,21.25352603,21.98963513,20.88573796,21.42885055,23.04435685,21.98766658
102,Lateralroot,0,0,0,0.154037364,0.411837185,0.886903531,0.850165469,0.866014064,1.264880979,1.401060198,1.84911463,2.358993206,1.796801446,2.0869858
102,primaryroot,0.7797365,2.6055863,4.211192,5.008318,6.602369,9.216412,11.673402,13.100518,14.156038,14.233395,14.77668093,15.9518035,14.9034237,16.4569413
102,sum_root,0.7797365,2.6055863,4.211192,5.162355364,7.014206185,10.10331553,12.52356747,13.96653206,15.42091898,15.6344552,16.62579556,18.31079671,16.70022515,18.5439271
102,Lateralroot,0,0,0,0.194397087,0.467351257,0.979233633,1.465642575,2.000590974,2.222299094,2.58,2.931065074,2.881226159,3.690015975,3.402308581
102,primaryroot,1.20403401,3.586102856,6.577339,7.7888599,8.50582386,9.52782922,10.08758593,10.64692687,11.0023235,12.49,13.97117729,15.65208465,16.93343653,18.12581548
102,sum_root,1.20403401,3.586102856,6.577339,7.983256987,8.973175117,10.50706285,11.55322851,12.64751784,13.22462259,0,16.90224237,18.53331081,20.62345251,21.52812406
105,Lateralroot,0.107542835,2.318026927,5.01714793,11.50212431,18.04584635,29.3935313,41.00676404,56.71734632,69.94882674,99.47342341,110.4972236,137.2078313,165.4449563,180.5311514
105,primaryroot,4.4241172,9.4830191,14.1605486,16.8786666,18.7301623,23.721091,21.5027528,18.6143859,22.7772007,26.016923,27.302491,35.899307,35.265721,34.818356
105,sum_root,4.531660035,11.80104603,19.17769653,28.38079091,36.77600865,53.1146223,62.50951684,75.33173222,92.72602744,125.4903464,137.7997146,173.1071383,200.7106773,215.3495074
106,Lateralroot,0,0,0,0.289754706,0.67959224,0.72768584,1.39642386,1.49186673,1.944221136,1.831908,2.09723761,1.968242766,2.03383694,2.03383694
106,primaryroot,0.773759743,1.59711907,2.677778094,5.07933038,6.5046444,6.78238189,7.32267946,7.39080508,7.96820034,8.63909744,9.77023046,9.34404977,9.48022912,9.48022912
106,sum_root,0.773759743,1.59711907,2.677778094,5.369085086,7.18423664,7.51006773,8.71910332,8.88267181,9.912421476,10.47100544,11.86746807,11.31229254,11.51406606,11.51406606
116,Lateralroot,0,0,0,0.17099345,0.37366737,1.286566934,5.30232322,12.10552984,16.34189738,22.4169737,30.15446003,34.5244709,38.36420068,37.3216808
116,primaryroot,0,0.8910537,4.49700015,4.9250612,6.04078017,7.32149075,9.8228966,12.3505177,12.8339437,15.076723,16.32668836,15.86720224,16.3463247,15.2573896
116,sum_root,0,0.8910537,4.49700015,5.09605465,6.41444754,8.608057684,15.12521982,24.45604754,29.17584108,37.4936967,46.48114839,50.39167314,54.71052538,52.5790704
117,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,primaryroot,1.07884338,1.07884338,1.70005825,2.8313968,3.1844968,3.1959841,3.2945972,3.0514697,3.1576268,3.1878445,3.1391869,3.250034,3.2747609,3.6199264
117,sum_root,1.07884338,1.07884338,1.70005825,2.8313968,3.1844968,3.1959841,3.2945972,3.0514697,3.1576268,3.1878445,3.1391869,3.250034,3.2747609,3.6199264
119,Lateralroot,0,0,0.11379972,0.39809494,0.350456179,1.267863215,0.772200154,2.176107529,4.130589893,7.941743351,13.30312374,21.70591106,25.87807401,25.87807401
119,primaryroot,0,1.02944204,2.6555069,4.78720089,4.72889539,5.87822,6.55912172,6.49117849,7.04893257,7.06949184,7.55327879,8.53437499,8.51883873,8.51883873
119,sum_root,0,1.02944204,2.76930662,5.18529583,5.079351569,7.146083215,7.331321874,8.667286019,11.17952246,15.01123519,20.85640253,30.24028605,34.39691274,34.39691274
120,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,primaryroot,0.8176235,0.8176235,1.70302618,1.74805053,2.40519791,2.80514542,2.91463624,2.86310278,2.72142533,2.80817639,2.736462944,2.68189347,2.70293478,2.76777228
120,sum_root,0.8176235,0.8176235,1.70302618,1.74805053,2.40519791,2.80514542,2.91463624,2.86310278,2.72142533,2.80817639,2.736462944,2.68189347,2.70293478,2.76777228
123,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,primaryroot,0,0,0.9863665,1.0116148,1.2104414,2.1073613,2.342571,2.7397134,3.8937848,4.07726,4.162927,4.1072965,4.146254,3.9551203
123,sum_root,0,0,0.9863665,1.0116148,1.2104414,2.1073613,2.342571,2.7397134,3.8937848,4.07726,4.162927,4.1072965,4.146254,3.9551203
126,Lateralroot,0,0,0,0,0,0.532828989,0.993133655,1.039976404,1.051179433,1.098553796,2.76242954,1.577975912,2.5189936,2.189414505
126,primaryroot,0.2416357,2.2318716,3.9208539,5.953433,6.0637755,6.028836,6.264625,6.3250685,6.2676024,6.439478,6.61205,6.5566616,6.2225466,6.564328
126,sum_root,0.2416357,2.2318716,3.9208539,5.953433,6.0637755,6.561664989,7.257758655,7.365044904,7.318781833,7.538031796,9.37447954,8.134637512,8.7415402,8.753742505
131,Lateralroot,0,0,1.259715,1.809010126,3.185742894,2.32822651,4.09144407,6.69955396,13.46217447,19.06319269,23.31778348,28.6756029,25.05914239,26.51377661
131,primaryroot,0.81031189,5.27235959,6.1086652,6.62573442,10.9048912,10.64482313,13.75351217,12.62395377,14.9768597,11.83302947,13.98429737,17.10562096,14.20861405,14.24518935
131,sum_root,0.81031189,5.27235959,7.3683802,8.434744546,14.09063409,12.97304964,17.84495624,19.32350773,28.43903417,30.89622216,37.30208085,45.78122386,39.26775644,40.75896596
131,Lateralroot,0,0,0,1.60530463,2.63340393,5.66621992,14.86603698,19.03422863,29.23460441,40.28334702,49.58752721,49.58752721,49.58752721,49.58752721
131,primaryroot,2.08152556,2.633537,5.1485253,10.78656877,15.16040424,18.8738263,23.904002,26.441358,26.475115,30.274115,31.800243,31.800243,31.800243,31.800243
131,sum_root,2.08152556,2.633537,5.1485253,12.3918734,17.79380817,24.54004622,38.77003898,45.47558663,55.70971941,70.55746202,81.38777021,81.38777021,81.38777021,81.38777021
145,Lateralroot,0,0,0.61277061,1.15666453,1.55560019,1.464812797,1.921672115,1.388687637,1.551459443,1.28079436,1.261430543,1.307715791,1.804567856,1.843067226
145,primaryroot,0.77694745,0.77694745,2.952937516,4.2652964,4.46144231,5.81996093,6.73759243,6.6493804,6.13948977,7.62707577,7.37709366,6.95463018,6.73669246,7.48332102
145,sum_root,0.77694745,0.77694745,3.565708126,5.42196093,6.0170425,7.284773727,8.659264545,8.038068037,7.690949213,8.90787013,8.638524203,8.262345971,8.541260316,9.326388246
146,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,primaryroot,0,0.02943254,0.022327077,0.03212826,0.046395656,0.04690036,0.03964482,0.046523184,0.08925324,0.1167273,0.15453635,0.13846214,0.16051854,0.17447862
146,sum_root,0,0.02943254,0.022327077,0.03212826,0.046395656,0.04690036,0.03964482,0.046523184,0.08925324,0.1167273,0.15453635,0.13846214,0.16051854,0.17447862
150,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,primaryroot,0,0,0,0,0,0.09293638,0.29426667,0.30302805,0.3275085,0.28590578,0.28590578,0.28590578,0.28590578,0.28590578
150,sum_root,0,0,0,0,0,0.09293638,0.29426667,0.30302805,0.3275085,0.28590578,0.28590578,0.28590578,0.28590578,0.28590578
157,Lateralroot,0,0,0,0,0,0.304887341,0.98400928,2.46961032,2.948451878,2.47134524,2.47134524,2.47134524,2.47134524,2.47134524
157,primaryroot,0.2471179,0.5004828,1.39131409,1.78513986,2.4786668,2.66412404,3.6279717,4.3923481,4.67678735,6.56898604,6.56898604,6.56898604,6.56898604,6.56898604
157,sum_root,0.2471179,0.5004828,1.39131409,1.78513986,2.4786668,2.969011381,4.61198098,6.86195842,7.625239228,9.04033128,9.04033128,9.04033128,9.04033128,9.04033128
160,Lateralroot,0,0,0,0,0.4552914,1.487204706,1.49570874,1.405213715,1.49149006,1.419298506,1.528483944,1.511357694,1.569032536,1.569032536
160,primaryroot,0.14748996,1.2671629,1.9538016,2.71183,5.1884456,6.422001,7.320471,7.737183,8.071147,8.212989,7.9780016,8.238449,8.196462,8.196462
160,sum_root,0.14748996,1.2671629,1.9538016,2.71183,5.643737,7.909205706,8.81617974,9.142396715,9.56263706,9.632287506,9.506485544,9.749806694,9.765494536,9.765494536
160,Lateralroot,0,0,0,0.13169022,0.11812154,0.184465435,0.20600853,0.221643698,0.38184099,0.317419802,0.32600656,0.338775138,0.282865698,0.282865698
160,primaryroot,0.57421005,2.14893076,3.4446183,6.2659197,7.9117714,9.2262161,9.7599065,10.1965386,10.985419,10.9835935,11.3252018,11.0953104,10.6492815,10.6492815
160,sum_root,0.57421005,2.14893076,3.4446183,6.39760992,8.02989294,9.410681535,9.96591503,10.4181823,11.36725999,11.3010133,11.65120836,11.43408554,10.9321472,10.9321472
160,Lateralroot,0,0,0,0,0.2512897,1.02984551,0.97193488,1.05869424,1.378467452,1.125227475,1.25219492,1.389487441,1.40621152,1.40621152
160,primaryroot,0.45144814,1.7357509,1.4622355,3.846256,4.617658,5.749653,6.4204264,7.120494,7.436153,8.149456,8.155195,8.267231,8.312747,8.312747
160,sum_root,0.45144814,1.7357509,1.4622355,3.846256,4.8689477,6.77949851,7.39236128,8.17918824,8.814620452,9.274683475,9.40738992,9.656718441,9.71895852,9.71895852
165,Lateralroot,0,0.117021985,0.18641413,0.51854493,0.59484434,0.68459556,1.73527135,2.239210584,4.5390818,4.428750728,4.470343895,4.450707845,4.93240883,5.344559426
165,primaryroot,0.293404877,2.12429882,2.33799247,4.26684743,8.17521934,7.64653014,8.8391977,11.01975292,10.4495983,13.50131966,13.5270896,13.869719,11.31537895,12.0282194
165,sum_root,0.293404877,2.241320805,2.5244066,4.78539236,8.77006368,8.3311257,10.57446905,13.2589635,14.9886801,17.93007039,17.9974335,18.32042685,16.24778778,17.37277883
165,Lateralroot,0,0,0.93198689,2.213051684,3.089513286,4.97483852,4.012727334,5.26045753,6.057415797,4.96426441,1.97912712,5.53861106,4.226619703,4.50135912
165,primaryroot,0.07321497,1.1025937,3.16239491,3.91735003,3.8941092,5.31415585,4.62705464,5.77045128,5.58055436,6.64239089,9.16160885,5.8665739,6.36945792,5.772476615
165,sum_root,0.07321497,1.1025937,4.0943818,6.130401714,6.983622486,10.28899437,8.639781974,11.03090881,11.63797016,11.6066553,11.14073597,11.40518496,10.59607762,10.27383574
165,Lateralroot,0,0.250579766,0.34691614,0.74593541,4.13777229,4.422960594,9.593547462,10.14624079,12.78393326,14.25963198,15.16849598,14.91499953,16.08139948,17.21465511
165,primaryroot,0.5428106,3.98389788,4.69455364,6.5783126,7.0969975,11.004306,11.758334,13.0154114,12.8304305,13.599832,13.542998,14.1246366,14.00166,13.3430264
165,sum_root,0.5428106,4.234477646,5.04146978,7.32424801,11.23476979,15.42726659,21.35188146,23.16165219,25.61436376,27.85946398,28.71149398,29.03963613,30.08305948,30.55768151
167,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,primaryroot,0,0.1360795,0.20073007,0.20629512,0.20474228,0.23447499,0.24204592,0.24798365,0.24398267,0.24376817,0.2541848,0.2541848,0.2541848,0.2541848
167,sum_root,0,0.1360795,0.20073007,0.20629512,0.20474228,0.23447499,0.24204592,0.24798365,0.24398267,0.24376817,0.2541848,0.2541848,0.2541848,0.2541848
172,Lateralroot,0,0,0.66560737,1.286494507,1.342030945,1.252834398,5.3859692,11.71808162,27.95067898,29.21001199,36.39949802,41.85191791,42.02344775,42.02344775
172,primaryroot,0,0.28922507,5.5073537,6.3030644,7.0089583,7.9545934,10.7770133,11.6597678,14.0539186,16.4527515,18.6143458,18.791563,18.533976,18.533976
172,sum_root,0,0.28922507,6.17296107,7.589558907,8.350989245,9.207427798,16.1629825,23.37784942,42.00459758,45.66276349,55.01384382,60.64348091,60.55742375,60.55742375
176,Lateralroot,0.166921486,1.02511724,1.28322386,6.007086917,9.666694964,11.85849439,13.41031615,14.58818305,16.49595424,17.62956054,18.47494769,18.10266496,19.91393795,19.91393795
176,primaryroot,0.78780845,0.91414674,1.67436817,2.17638166,2.35914986,1.6091413,1.87619397,1.81192432,1.82529417,1.7959098,2.2430689,2.28956946,2.49082323,2.49082323
176,sum_root,0.954729936,1.93926398,2.95759203,8.183468577,12.02584482,13.46763569,15.28651012,16.40010737,18.32124841,19.42547034,20.71801659,20.39223442,22.40476118,22.40476118
176,Lateralroot,0,0,0,0.068127894,0.26898409,0.32574605,0.265562395,0.40917552,0.33634407,0.525272466,0.70842679,0.69531842,0.844980224,0.813693906
176,primaryroot,0,0.9853783,1.99612564,3.12228625,3.63481135,4.63373846,5.70478226,5.6498848,5.73995647,6.6290358,5.7072922,7.6810024,5.8097413,5.6228078
176,sum_root,0,0.9853783,1.99612564,3.190414144,3.90379544,4.95948451,5.970344655,6.05906032,6.07630054,7.154308266,6.41571899,8.37632082,6.654721524,6.436501706
178,Lateralroot,0,0,0,0,0.18960272,0.13789289,0.16256188,0.3141255,0.30468416,0.30825168,0.3316586,0.24677125,0.3450467,0.32801512
178,primaryroot,0.31144527,1.82381876,2.4734963,3.1032089,3.2282601,3.7670023,3.8424453,4.69845686,4.55004223,4.85199726,5.4731567,4.8330337,4.93085644,5.3107341
178,sum_root,0.31144527,1.82381876,2.4734963,3.1032089,3.41786282,3.90489519,4.00500718,5.01258236,4.85472639,5.16024894,5.8048153,5.07980495,5.27590314,5.63874922
186,Lateralroot,0,9.47114931,12.75434323,28.45757698,32.34587138,43.31254915,46.45209581,46.11260461,49.94178612,50.65,51.36041835,61.84398494,61.84398494,61.84398494
186,primaryroot,3.1260935,9.6910256,11.8522425,11.4718256,11.88673223,11.7408629,12.26990348,12.1608061,12.3962925,12.57,12.74174126,12.4573232,12.4573232,12.4573232
186,sum_root,3.1260935,19.16217491,24.60658573,39.92940258,44.23260361,55.05341205,58.72199929,58.27341071,62.33807862,0,64.10215961,74.30130814,74.30130814,74.30130814
187,Lateralroot,0,0,0,0.08326321,0.11206216,0.13702342,0.269770915,0.133816388,0.09411312,0.15264946,0.17168352,0.15114006,0.162890152,0.25994206
187,primaryroot,0,0,0.56916275,2.09300923,2.42451202,2.55793401,2.81648057,2.94224925,2.90383951,3.11809107,3.37599328,2.94519177,3.14694156,3.20251141
187,sum_root,0,0,0.56916275,2.17627244,2.53657418,2.69495743,3.086251485,3.076065638,2.99795263,3.27074053,3.5476768,3.09633183,3.309831712,3.46245347
189,Lateralroot,0,0,0,0,0.07245987,0.504116798,0.268322895,0.23313163,0.428136956,0.245984274,0.488630517,0.61333682,0.52229157,0.56713349
189,primaryroot,0,1.60362501,2.37702314,2.6875019,2.67411564,2.7338888,3.0443309,2.89139255,2.82936066,3.1907137,3.1642886,3.07351796,3.24262107,3.3133854
189,sum_root,0,1.60362501,2.37702314,2.6875019,2.74657551,3.238005598,3.312653795,3.12452418,3.257497616,3.436697974,3.652919117,3.68685478,3.76491264,3.88051889
189,Lateralroot,0,0,0,0.548366047,0.61908397,0.5668438,0.88909727,0.88710686,1.30227028,1.27813925,1.511776088,1.79432437,1.358752301,1.573412118
189,primaryroot,0,2.0665493,3.3711138,5.2387089,6.0870281,5.81424708,5.87816998,5.596644,6.04255324,5.246318696,5.857860404,6.24076613,6.31351728,6.262238703
189,sum_root,0,2.0665493,3.3711138,5.787074947,6.70611207,6.38109088,6.76726725,6.48375086,7.34482352,6.524457946,7.369636492,8.0350905,7.672269581,7.835650821
189,Lateralroot,0,0,0,0,0,0,0,0.37220255,2.23710182,2.87413342,5.20613272,5.4621569,5.01,4.5527329
189,primaryroot,0,0,1.28953212,2.29697072,3.43738666,3.8514939,4.40050087,5.34395096,5.20325405,5.28610067,4.70299123,4.98168446,5.72,6.4585803
189,sum_root,0,0,1.28953212,2.29697072,3.43738666,3.8514939,4.40050087,5.71615351,7.44035587,8.16023409,9.90912395,10.44384136,0,11.0113132
192,Lateralroot,0,0.16597708,4.33590253,24.57,44.80964039,52.45,60.09650842,64.5,68.89683706,66.60286534,88.46788928,120.95,153.43263,153.43263
192,primaryroot,4.32748916,5.03967101,15.125515,17.67,20.2089161,21.12,22.0334821,24.89,27.7388682,35.2479883,35.4049355,32.11,28.8179866,28.8179866
192,sum_root,4.32748916,5.20564809,19.46141753,0,65.01855649,0,82.12999052,0,96.63570526,101.8508536,123.8728248,0,182.2506166,182.2506166
192,Lateralroot,0,0,0,1.177642317,7.946518261,20.29561015,32.47659174,36.13425924,42.54197812,56.48601621,59.58073825,67.11697831,78.28097878,78.28097878
192,primaryroot,4.9045336,8.3289053,13.2904682,16.3774332,20.201953,22.2710166,24.416502,26.573785,29.8978605,35.2174227,33.840632,35.131424,43.69161032,43.69161032
192,sum_root,4.9045336,8.3289053,13.2904682,17.55507552,28.14847126,42.56662675,56.89309374,62.70804424,72.43983862,91.70343891,93.42137025,102.2484023,121.9725891,121.9725891
193,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0.10185902,0.1407739,0.3635153
193,primaryroot,0,0.84000766,3.1684257,3.1478458,3.54264763,3.54974205,4.11047777,4.2897067,4.03521934,4.1170153,4.2552288,4.5007444,4.26869557,4.6472788
193,sum_root,0,0.84000766,3.1684257,3.1478458,3.54264763,3.54974205,4.11047777,4.2897067,4.03521934,4.1170153,4.2552288,4.60260342,4.40946947,5.0107941
193,Lateralroot,0,0,0,0,0,0.121202087,1.69054956,1.477925022,1.57158355,1.691520196,1.578321308,1.82,2.071034089,2.071034089
193,primaryroot,0,4.4345601,5.37849356,5.46236794,5.4197749,6.53175172,5.9691843,6.70640617,6.76168219,6.816522034,7.36589997,7.06,6.74713703,6.74713703
193,sum_root,0,4.4345601,5.37849356,5.46236794,5.4197749,6.652953807,7.65973386,8.184331192,8.33326574,8.50804223,8.944221278,0,8.818171119,8.818171119
196,Lateralroot,0,0,0,0.329885307,1.216801948,1.32876385,2.809331946,6.29130795,10.52641429,17.96298223,21.68403188,28.78701747,38.5561254,54.86580409
196,primaryroot,0,0.38995885,2.588531,4.9651058,10.1936283,11.1093663,14.601296,16.511145,18.203707,19.72478,21.315038,23.116974,23.985079,25.844844
196,sum_root,0,0.38995885,2.588531,5.294991107,11.41043025,12.43813015,17.41062795,22.80245295,28.73012129,37.68776223,42.99906988,51.90399147,62.5412044,80.71064809
197,Lateralroot,0,0,0,0.13611136,0.12125142,0.567405345,1.227062322,4.957840706,9.910581679,12.25412406,11.84775189,19.10718625,28.24953103,28.80059266
197,primaryroot,0,2.8451678,4.111667,4.94788274,5.3795639,7.5896848,9.523946,9.93479617,10.6976014,11.2651924,10.9907085,10.8784596,11.2886532,11.7259346
197,sum_root,0,2.8451678,4.111667,5.0839941,5.50081532,8.157090145,10.75100832,14.89263688,20.60818308,23.51931646,22.83846039,29.98564585,39.53818423,40.52652726
197,Lateralroot,0,0,0,0,0.14530365,0.697226,3.15776898,10.30460314,15.61644364,19.14333276,18.8894243,25.35393262,29.51394562,34.18140385
197,primaryroot,0,0,2.19657239,4.51271985,5.9808716,8.30939238,10.95895977,12.37983741,13.10529095,13.08187186,12.24132983,13.11290069,12.98512993,13.2258987
197,sum_root,0,0,2.19657239,4.51271985,6.12617525,9.00661838,14.11672875,22.68444055,28.72173459,32.22520462,31.13075413,38.46683331,42.49907555,47.40730255
198,Lateralroot,0,0,0,0,0.19304016,0.645358047,1.082380655,1.042473916,1.127721405,1.264034834,1.20704174,1.381165586,1.15429334,0.87758959
198,primaryroot,0.43655446,0.9653353,1.39105779,1.59976054,1.70488844,3.0532613,2.6385657,2.9796773,2.9237666,2.8649984,2.9794239,2.9810583,3.482644,4.0181712
198,sum_root,0.43655446,0.9653353,1.39105779,1.59976054,1.8979286,3.698619347,3.720946355,4.022151216,4.051488005,4.129033234,4.18646564,4.362223886,4.63693734,4.89576079
199,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,primaryroot,0,0,0,0,0,0.009456548,0.013114169,0.018964825,0.020465592,0.030961268,0.035606056,0.045413528,0.05339384,0.05339384
199,sum_root,0,0,0,0,0,0.009456548,0.013114169,0.018964825,0.020465592,0.030961268,0.035606056,0.045413528,0.05339384,0.05339384
206,Lateralroot,0,0,0,0.236729212,0.15648273,0.28633793,1.39960923,2.085556325,2.611776616,2.642454915,2.501529535,2.402416422,2.466622736,2.597224734
206,primaryroot,0,0.5589295,1.1586001,2.9978604,3.4503922,3.8835254,4.977221,6.066179,6.6540837,7.2730756,7.28588,7.02998,7.234232,7.1502223
206,sum_root,0,0.5589295,1.1586001,3.234589612,3.60687493,4.16986333,6.37683023,8.151735325,9.265860316,9.915530515,9.787409535,9.432396422,9.700854736,9.747447034
208,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,primaryroot,0.89857027,2.81022305,4.8244827,6.2472492,7.5830193,9.27429456,11.5393928,13.1557049,14.6308645,16.2851227,17.267787,18.1423645,19.3684492,19.0711407
208,sum_root,0.89857027,2.81022305,4.8244827,6.2472492,7.5830193,9.27429456,11.5393928,13.1557049,14.6308645,16.2851227,17.267787,18.1423645,19.3684492,19.0711407
208,Lateralroot,0,0,0,0,0,0.12031121,1.10444621,3.06681664,6.914886832,8.4400889,10.98614906,13.26258145,14.07047022,17.10150354
208,primaryroot,2.84521876,3.69215853,3.66536808,5.16557903,7.65480162,8.59291923,8.27136251,9.6868327,10.8855438,10.92280354,12.15170543,12.28432244,12.54875062,13.30461708
208,sum_root,2.84521876,3.69215853,3.66536808,5.16557903,7.65480162,8.71323044,9.37580872,12.75364934,17.80043063,19.36289244,23.13785449,25.54690389,26.61922084,30.40612062
209,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,primaryroot,0,0,0,0,1.24693952,1.00144892,1.26244289,1.15575844,1.08812586,1.0564616,0.235400086,1.21654341,1.1520902,0.9704218
209,sum_root,0,0,0,0,1.24693952,1.00144892,1.26244289,1.15575844,1.08812586,1.0564616,0.235400086,1.21654341,1.1520902,0.9704218
211,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,primaryroot,0.283034988,0.273087217,2.23119937,2.32218349,2.72597338,2.55368089,2.62925479,2.58817449,2.73253608,2.523561664,2.77283852,2.74679452,3.09765315,3.27355273
211,sum_root,0.283034988,0.273087217,2.23119937,2.32218349,2.72597338,2.55368089,2.62925479,2.58817449,2.73253608,2.523561664,2.77283852,2.74679452,3.09765315,3.27355273
212,Lateralroot,0,0,0,1.370767671,0.995849206,1.578955025,1.641548245,2.717829657,3.049293159,3.123982785,3.653652158,4.927465909,6.9351154,10.8223397
212,primaryroot,0.17930636,4.81856917,6.3325903,9.1279636,12.8024674,16.47337956,16.55520118,16.7371009,18.451151,19.23474336,18.50255744,18.6972864,18.88861433,17.86754337
212,sum_root,0.17930636,4.81856917,6.3325903,10.49873127,13.79831661,18.05233459,18.19674943,19.45493056,21.50044416,22.35872615,22.1562096,23.62475231,25.82372973,28.68988307
216,Lateralroot,0,0,0,0,0.257157353,1.83954978,2.54207883,2.99712394,2.888042135,2.70447052,4.881750076,4.881750076,4.881750076,4.881750076
216,primaryroot,0.84908026,0.8070733,1.2496753,1.0109544,1.3920892,2.097188,3.3222504,4.436259,4.863089,5.569879,5.7638574,5.7638574,5.7638574,5.7638574
216,sum_root,0.84908026,0.8070733,1.2496753,1.0109544,1.649246553,3.93673778,5.86432923,7.43338294,7.751131135,8.27434952,10.64560748,10.64560748,10.64560748,10.64560748
216,Lateralroot,0,0,0,0,0.17185317,0.94462955,2.847719934,6.010369886,6.63621077,6.59302599,7.15365015,7.15365015,7.15365015,7.15365015
216,primaryroot,1.6133269,1.69617928,5.4591001,7.100632,7.8176442,8.8208122,10.1040397,11.3608253,12.0959004,14.0182293,15.2272795,15.2272795,15.2272795,15.2272795
216,sum_root,1.6133269,1.69617928,5.4591001,7.100632,7.98949737,9.76544175,12.95175963,17.37119519,18.73211117,20.61125529,22.38092965,22.38092965,22.38092965,22.38092965
221,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,primaryroot,0,0.275816,0.4663844,1.182651647,1.163580357,1.24096573,1.204913556,1.279911965,1.28832315,1.270557171,1.369811603,1.42874799,1.50832562,1.58176022
221,sum_root,0,0.275816,0.4663844,1.182651647,1.163580357,1.24096573,1.204913556,1.279911965,1.28832315,1.270557171,1.369811603,1.42874799,1.50832562,1.58176022
226,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,primaryroot,1.31007974,1.33854437,1.37730067,1.48031911,1.50877574,1.70386913,2.34606891,3.30658578,3.27798818,3.74058776,3.74058776,3.74058776,3.74058776,3.74058776
226,sum_root,1.31007974,1.33854437,1.37730067,1.48031911,1.50877574,1.70386913,2.34606891,3.30658578,3.27798818,3.74058776,3.74058776,3.74058776,3.74058776,3.74058776
227,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,primaryroot,0,0,0,0,0,0,0.013149647,0.013852003,0.027436467,0.027091429,0.03419653,0.037128936,0.04263912,0.04263912
227,sum_root,0,0,0,0,0,0,0.013149647,0.013852003,0.027436467,0.027091429,0.03419653,0.037128936,0.04263912,0.04263912
231,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,primaryroot,0.53728646,0.599998786,0.67879186,0.78212078,0.81834598,0.79787331,0.769664164,0.79380064,0.966211925,1.520039985,1.520039985,1.520039985,1.520039985,1.520039985
231,sum_root,0.53728646,0.599998786,0.67879186,0.78212078,0.81834598,0.79787331,0.769664164,0.79380064,0.966211925,1.520039985,1.520039985,1.520039985,1.520039985,1.520039985
231,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,primaryroot,0.02550106,0.140068744,0.232324685,0.25419078,0.314068295,0.3335752,0.36102089,0.40548035,0.41671892,0.79525821,0.79525821,0.79525821,0.79525821,0.79525821
231,sum_root,0.02550106,0.140068744,0.232324685,0.25419078,0.314068295,0.3335752,0.36102089,0.40548035,0.41671892,0.79525821,0.79525821,0.79525821,0.79525821,0.79525821
239,Lateralroot,0,0,0.95605538,2.46289882,2.7085932,3.796867803,6.18643219,8.58192537,12.6857108,16.15742861,16.8570466,17.28640294,18.10539634,16.67005657
239,primaryroot,0,0.48936212,3.9222627,9.967035,16.59392,19.890926,20.220829,19.738092,19.975952,20.308115,18.255928,20.045435,20.291357,19.911695
239,sum_root,0,0.48936212,4.87831808,12.42993382,19.3025132,23.6877938,26.40726119,28.32001737,32.6616628,36.46554361,35.1129746,37.33183794,38.39675334,36.58175157
240,Lateralroot,0,0,1.44351723,4.06513567,8.175884133,13.21637793,21.15728621,27.50744354,39.79402582,46.01,52.2214899,59.31,66.40159406,75.75388674
