idname,roottype,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14
650,sum_root,0.29387236,2.39992672,7.37676108,10.07636358,12.48450523,20.90592004,25.1523184,31.75345445,40.84290712,60.21795828,82.16179869,78.54738143,87.78337687,107.1941747
659,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,primaryroot,0,0.4742104,0.6062019,0.7360265,0.8233212,0.81556857,0.8451992,0.8780598,0.82704103,0.84610564,0.81059045,0.81,0.8098078,0.8098078
659,sum_root,0,0.4742104,0.6062019,0.7360265,0.8233212,0.81556857,0.8451992,0.8780598,0.82704103,0.84610564,0.81059045,0,0.8098078,0.8098078
673,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,primaryroot,0.14433596,0.55980194,0.5320412,0.543505,0.5630009,0.5346086,0.51057184,0.49959993,0.5,0.5095716,0.50554526,0.5236644,0.50956386,0.62336004
673,sum_root,0.14433596,0.55980194,0.5320412,0.543505,0.5630009,0.5346086,0.51057184,0.49959993,0,0.5095716,0.50554526,0.5236644,0.50956386,0.62336004
677,Lateralroot,0,0,0,0,0,1.53183826,2.75409503,4.4621543,5.2380882,5.0186182,5.2664534,5.390096,5.2901161,5.4237879
677,primaryroot,0.09689633,1.0945687,2.8596466,3.8123458,5.1991391,5.5212199,5.3993412,6.2787987,6.7221909,6.8286937,6.4526042,6.8775458,6.5136366,6.571692
677,sum_root,0.09689633,1.0945687,2.8596466,3.8123458,5.1991391,7.05305816,8.15343623,10.740953,11.9602791,11.8473119,11.7190576,12.2676418,11.8037527,11.9954799
679,Lateralroot,0,0,0,0.491271821,0.88232342,0.67563588,2.550786588,3.50476785,4.847594555,5.18195362,5.746585595,5.611134852,5.289352137,5.289352137
679,primaryroot,0,4.3537139,8.566532,13.808994,17.8766342,19.515956,20.654741,19.311738,21.327357,22.837285,25.400177,26.272208,26.0755,26.0755
679,sum_root,0,4.3537139,8.566532,14.30026582,18.75895762,20.19159188,23.20552759,22.81650585,26.17495156,28.01923862,31.1467626,31.88334285,31.36485214,31.36485214
688,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,primaryroot,0.57467365,1.11966011,1.25444565,2.52312506,3.30970433,3.36627116,3.9115155,3.91239384,3.81973674,3.98901663,4.1189831,4.12557284,4.2664355,4.42509755
688,sum_root,0.57467365,1.11966011,1.25444565,2.52312506,3.30970433,3.36627116,3.9115155,3.91239384,3.81973674,3.98901663,4.1189831,4.12557284,4.2664355,4.42509755
692,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,primaryroot,0,0.09656969,0.056022696,0.098470785,0.095222965,0.080085665,0.06942994,0.08,0.08323692,0.08849731,0.09872827,0.06108663,0.06108663,0.06108663
692,sum_root,0,0.09656969,0.056022696,0.098470785,0.095222965,0.080085665,0.06942994,0,0.08323692,0.08849731,0.09872827,0.06108663,0.06108663,0.06108663
701,Lateralroot,0,0,0,0,0,0.062701344,0.13522068,0.112582736,0.12082492,0.15107442,0.10098127,0.1417544,0.12048307,0.13905302
701,primaryroot,0,0,0,0.6089838,0.87847155,1.1848773,1.1391842,1.2111937,1.1842259,1.1607413,1.2219492,1.3376508,1.3194239,1.350847
701,sum_root,0,0,0,0.6089838,0.87847155,1.247578644,1.27440488,1.323776436,1.30505082,1.31181572,1.32293047,1.4794052,1.43990697,1.48990002
